shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
13945,34.139289,-118.362681,86,7733.34438579264
13945,34.139376,-118.36289999999995,87,7755.772044992866
13945,34.139457,-118.363157,88,7781.1688324929355
13945,34.139567,-118.36343399999998,89,7809.534205667193
13945,34.139495,-118.363633,90,7829.588126028738
13945,34.139331,-118.36375399999996,91,7850.969899092722
13945,34.139172,-118.363836,92,7870.195787553016
13945,34.138967,-118.36361899999996,93,7900.545221522226
13945,34.138588,-118.363289,94,7952.543690891435
13945,34.138421,-118.36296400000003,95,7987.847268353209
13945,34.138443,-118.36285199999998,96,7998.481578812009
13945,34.138588,-118.362798,97,8015.350450496331
13945,34.138726,-118.36295,98,8036.146468895937
13945,34.138901,-118.363135,99,8062.039688077463
13945,34.139307,-118.363562,100,8121.977829445598
13945,34.139417,-118.363583,101,8134.355262886647
13945,34.139467,-118.363451,102,8147.758694882372
13945,34.139442,-118.363265,103,8165.169061906845
13945,34.139381,-118.36305199999998,104,8185.985970845664
13945,34.139228,-118.36266,105,8226.000801427395
13945,34.13913,-118.362418,106,8250.87387336298
13945,34.139072,-118.362257,107,8267.087369461522
13945,34.139089,-118.36210699999998,108,8281.076303129286
13945,34.139209,-118.361962,109,8299.980460286044
13945,34.139926,-118.36155100000002,110,8388.249301840358
13945,34.140431,-118.361292,111,8449.260372743174
13945,34.140825,-118.361068,112,8497.691787041776
13945,34.141141,-118.360926,113,8535.180427461724
13945,34.141627,-118.360879,114,8589.364413387952
13945,34.142055,-118.360906,115,8636.993864360129
13945,34.142565,-118.36113899999998,116,8697.622107158017
13945,34.143071,-118.361407,117,8759.065572582802
13945,34.143509,-118.36143900000002,118,8807.830654405381
13945,34.146721,-118.361422,119,9164.786800158534
13945,34.148852,-118.36141399999995,120,9401.608132173804
13945,34.151732,-118.361427,121,9721.667776503205
13945,34.152083,-118.36141399999995,122,9760.693265134487
13945,34.152138,-118.36133,123,9770.57201930327
13945,34.152142,-118.36026300000005,124,9869.154231266783
13945,34.152137,-118.35712,125,10159.54030966465
13945,34.152137,-118.354913,126,10363.448228496036
13945,34.152148,-118.352751,127,10563.202684725757
13945,34.15213,-118.350305,128,10789.201994456233
13945,34.152166,-118.34868,129,10939.39232245989
13945,34.15217,-118.34759300000002,130,11039.823540933585
13945,34.152154,-118.34646800000002,131,11143.78000370595
13945,34.15216,-118.34594099999998,132,11192.475314657775
13945,34.152285,-118.34551599999998,133,11234.126863878166
13945,34.152192,-118.34527300000002,134,11258.842881425207
13945,34.152052,-118.344761,135,11308.640741228672
13945,34.151906,-118.344155,136,11366.934294119445
13945,34.151832,-118.34359999999998,137,11418.867587788238
13945,34.151879,-118.342943,138,11479.794032255846
13945,34.152147,-118.34204999999996,139,11567.511955551248
13945,34.152602,-118.340692,140,11702.787072520603
13945,34.152851,-118.33993700000002,141,11777.831509223694
13945,34.152795,-118.339784,142,11793.27683384214
13945,34.152531,-118.339628,143,11825.965217958179
13945,34.1521,-118.339379,144,11879.102152580004
13945,34.152026,-118.339037,145,11911.75322107688
13945,34.15257,-118.338503,146,11989.786673662682
13945,34.153263,-118.33776,147,12092.95578761716
13945,34.154615,-118.336313,148,12294.074981315916
13945,34.155892,-118.33500700000002,149,12480.353885813398
13945,34.156677,-118.332493,150,12728.46320836521
13945,34.156891,-118.33198900000002,151,12780.749024670857
13945,34.158241,-118.32810999999998,152,13169.25939032278
13945,34.158513,-118.328155,153,13199.772592078752
13945,34.159599,-118.328708,154,13330.832831396196
13945,34.160997,-118.329355,155,13497.300536866587
13945,34.161161,-118.32944299999996,156,13517.257581682137
13945,34.16315,-118.327384,157,13808.880843023913
13945,34.164066,-118.326335,158,13949.43106162042
13945,34.164618,-118.325805,159,14027.920922200941
13945,34.165316,-118.325061,160,14131.561612414824
13945,34.166587,-118.32373,161,14318.833416537276
13945,34.167513,-118.322711,162,14458.303205628617
13945,34.168083,-118.322182,163,14538.308918828852
13945,34.168421,-118.321823,164,14588.41724473234
13945,34.169497,-118.32068099999998,165,14747.881147125894
13945,34.170345,-118.31975,166,14875.466384249106
13945,34.170585,-118.31946,167,14913.269287996076
13945,34.171481,-118.318597,168,15040.82643431746
13945,34.172577,-118.31739800000004,169,15205.457006290088
13945,34.172981,-118.31697400000002,170,15265.03792227398
13945,34.173318,-118.31660599999998,171,15315.616924569815
13945,34.17383,-118.316014,172,15394.535522173597
13945,34.174319,-118.315611,173,15460.408046423696
13945,34.175313,-118.314437,174,15615.209067308986
13945,34.175695,-118.31411400000002,175,15667.09840947264
13945,34.176381,-118.313379,176,15769.185201631675
13945,34.177533,-118.31213300000002,177,15941.340410141918
13945,34.177662,-118.31201199999998,178,15959.518769612063
13945,34.177849,-118.311824,179,15986.601253560588
13945,34.177897,-118.311827,180,15991.94301006085
13945,34.177957,-118.31186100000002,181,15999.313736658978
13945,34.177997,-118.311913,182,16005.85834490973
13945,34.177995,-118.311952,183,16006.826144301296
