mdb_source_id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,is_official,name,note,feed_contact_email,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features,redirect.id,redirect.comment
3358,gtfs,,CO,Distrito Capital de Bogotá,,SIMUR Bogota,True,,,,,https://storage.googleapis.com/gtfs-estaticos/GTFS-2026-04-29.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/co-distrito-capital-de-bogota-simur-bogota-gtfs-3358.zip?alt=media,http://www.simur.gov.co/gtfs,4.398140426179031,4.818429737670479,-74.21512003523206,-74.0058612942782,2026-07-10T16:14:04+00:00,,,,
