shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
10002019,198040,47.616058,-122.284546,1634.2
10002019,198041,47.616089,-122.284561,1645.9
10002019,198042,47.616116,-122.284569,1656.0
10002019,198043,47.616150,-122.284584,1668.1
10002019,198044,47.616173,-122.284584,1678.6
10002019,198045,47.616200,-122.284584,1688.2
10002019,198046,47.616230,-122.284584,1699.0
10002019,198047,47.616467,-122.284584,1784.3
10002019,198048,47.616692,-122.284584,1865.9
10002019,198049,47.617069,-122.284584,2004.4
10002019,198050,47.617550,-122.284584,2179.6
10002019,198051,47.617588,-122.284584,2193.5
10002019,198052,47.617622,-122.284584,2206.1
10002019,198053,47.617672,-122.284584,2225.1
10002019,198054,47.617722,-122.284599,2242.8
10002019,198055,47.617764,-122.284615,2258.6
10002019,198056,47.617802,-122.284637,2272.7
10002019,198057,47.617844,-122.284653,2288.8
10002019,198058,47.617886,-122.284683,2307.0
10002019,198059,47.617928,-122.284706,2324.4
10002019,198060,47.617973,-122.284752,2342.1
10002019,198061,47.618012,-122.284790,2358.3
10002019,198062,47.618046,-122.284821,2374.4
10002019,198063,47.618088,-122.284874,2394.7
10002019,198064,47.618122,-122.284927,2411.2
10002019,198065,47.618156,-122.284981,2430.6
10002019,198066,47.618191,-122.285034,2450.2
10002019,198067,47.618221,-122.285103,2468.1
10002019,198068,47.618244,-122.285156,2486.5
10002019,198069,47.618275,-122.285240,2507.9
10002019,198070,47.618286,-122.285294,2521.5
10002019,198071,47.618301,-122.285324,2530.5
10002019,198072,47.618313,-122.285408,2551.8
10002019,198073,47.618339,-122.285568,2591.2
10002019,198074,47.618359,-122.285706,2628.1
10002019,198075,47.618359,-122.286469,2815.5
10002019,198076,47.618359,-122.287575,3087.0
10002019,198077,47.618366,-122.288055,3207.4
10002019,198078,47.618366,-122.288177,3237.8
10002019,198079,47.618355,-122.288277,3259.5
10002019,198080,47.618347,-122.288345,3275.8
10002019,198081,47.618339,-122.288414,3294.0
10002019,198082,47.618328,-122.288475,3311.6
10002019,198083,47.618309,-122.288544,3329.9
10002019,198084,47.618294,-122.288589,3343.0
10002019,198085,47.618282,-122.288612,3349.2
10002019,198086,47.618267,-122.288673,3364.3
10002019,198087,47.618244,-122.288727,3379.9
10002019,198088,47.618214,-122.288780,3396.2
10002019,198089,47.618183,-122.288834,3415.8
10002019,198090,47.618149,-122.288887,3434.5
10002019,198091,47.618111,-122.288940,3452.0
10002019,198092,47.618080,-122.288986,3467.1
10002019,198093,47.618042,-122.289009,3483.8
10002019,198094,47.618000,-122.289055,3500.6
10002019,198095,47.617966,-122.289078,3515.2
10002019,198096,47.617916,-122.289108,3532.7
10002019,198097,47.617878,-122.289131,3550.9
10002019,198098,47.617832,-122.289146,3567.5
10002019,198099,47.617786,-122.289162,3583.3
10002019,198100,47.617744,-122.289162,3600.2
10002019,198101,47.617691,-122.289177,3617.9
10002019,198102,47.617653,-122.289177,3632.7
10002019,198103,47.617397,-122.289177,3726.1
10002019,198104,47.616501,-122.289200,4053.0
10002019,198105,47.616306,-122.289200,4125.5
10002019,198106,47.615208,-122.289246,4523.5
10002019,198107,47.614986,-122.289246,4604.5
10002019,198108,47.614052,-122.289268,4945.4
10002019,198109,47.613720,-122.289284,5067.2
10002019,198110,47.613007,-122.289314,5326.5
10002019,198111,47.612892,-122.289314,5369.3
10002019,198112,47.612900,-122.290367,5629.0
10002019,198113,47.612904,-122.290802,5737.8
10002019,198114,47.612907,-122.291351,5872.5
10002019,198115,47.612919,-122.291412,5888.9
10002019,198116,47.612919,-122.291473,5903.5
10002019,198117,47.612930,-122.291580,5927.6
10002019,198118,47.612934,-122.292580,6176.2
10002019,198119,47.612942,-122.292915,6261.1
10002019,198120,47.612949,-122.293655,6442.8
10002019,198121,47.612949,-122.293861,6492.5
10002019,198122,47.612961,-122.294899,6749.7
10002019,198123,47.612961,-122.295174,6816.7
10002019,198124,47.612961,-122.295296,6847.1
10002019,198125,47.612965,-122.295364,6863.6
10002019,198126,47.612961,-122.295586,6915.9
10002019,198127,47.612949,-122.296196,7069.6
10002019,198128,47.612942,-122.297508,7390.7
10002019,198129,47.612942,-122.297821,7470.6
10002019,198130,47.612930,-122.298683,7682.9
10002019,198131,47.612930,-122.298805,7712.5
10002019,198132,47.612934,-122.300117,8035.6
10002019,198133,47.612942,-122.300461,8119.6
10002019,198134,47.612949,-122.301414,8356.6
10002019,198135,47.612942,-122.302711,8675.6
10002019,198136,47.612942,-122.303001,8745.8
10002019,198137,47.612930,-122.303642,8904.7
10002019,198138,47.612919,-122.304955,9228.9
10002019,198139,47.612907,-122.306168,9527.6
10002019,198140,47.612907,-122.306252,9547.6
10002019,198141,47.612900,-122.307129,9763.8
10002019,198142,47.612900,-122.307510,9859.4
10002019,198143,47.612900,-122.308174,10024.8
10002019,198144,47.612900,-122.308861,10192.6
10002019,198145,47.612904,-122.309349,10313.0
10002019,198146,47.612904,-122.309517,10355.0
10002019,198147,47.612904,-122.310173,10515.0
10002019,198148,47.612904,-122.310829,10675.5
10002019,198149,47.612907,-122.311485,10837.1
10002019,198150,47.612911,-122.312141,10999.9
10002019,198151,47.612911,-122.312782,11159.0
10002019,198152,47.612911,-122.313316,11290.6
10002019,198153,47.612911,-122.313461,11327.6
10002019,198154,47.612907,-122.314163,11498.7
10002019,198155,47.612907,-122.314423,11561.6
10002019,198156,47.612907,-122.314545,11593.0
10002019,198157,47.612907,-122.314819,11660.2
10002019,198158,47.612919,-122.315239,11765.7
10002019,198159,47.612911,-122.315414,11809.2
10002019,198160,47.612965,-122.315445,11829.1
10002019,198161,47.612995,-122.315483,11845.4
10002019,198162,47.613026,-122.315514,11856.8
10002019,198163,47.613060,-122.315514,11869.1
10002019,198164,47.613354,-122.315529,11977.2
10002019,198165,47.613064,-122.316223,12179.8
10002019,198166,47.612930,-122.316551,12276.5
10002019,198167,47.612873,-122.316780,12336.4
10002019,198168,47.612911,-122.317001,12390.0
10002019,198169,47.612930,-122.318123,12668.7
10002019,198170,47.612942,-122.319435,12992.3
10002019,198171,47.612942,-122.319855,13096.4
10002019,198172,47.612946,-122.320267,13198.3
10002019,198173,47.612949,-122.320389,13226.0
10002019,198174,47.612961,-122.320580,13274.4
10002019,198175,47.612961,-122.320610,13280.0
10002019,198176,47.612972,-122.320786,13324.8
10002019,198177,47.612988,-122.320938,13361.7
10002019,198178,47.612988,-122.321533,13512.5
10002019,198179,47.612980,-122.321663,13542.6
10002019,198180,47.612972,-122.321732,13559.0
10002019,198181,47.612961,-122.321785,13572.1
10002019,198182,47.612946,-122.321823,13583.9
10002019,198183,47.612923,-122.321877,13599.5
10002019,198184,47.612900,-122.321922,13611.8
10002019,198185,47.612881,-122.321960,13625.6
10002019,198186,47.612850,-122.321999,13639.4
10002019,198187,47.612804,-122.322044,13658.2
10002019,198188,47.612732,-122.322098,13688.9
10002019,198189,47.612621,-122.322189,13736.7
10002019,198190,47.612572,-122.322235,13757.3
10002019,198191,47.612549,-122.322250,13765.0
10002019,198192,47.612518,-122.322289,13780.9
10002019,198193,47.612488,-122.322342,13797.0
10002019,198194,47.612389,-122.322563,13861.6
10002019,198195,47.612160,-122.323120,14023.2
10002019,198196,47.611927,-122.323669,14183.3
10002019,198197,47.611694,-122.324226,14345.2
10002019,198198,47.611572,-122.324532,14431.2
10002019,198199,47.611462,-122.324791,14508.2
10002019,198200,47.611229,-122.325333,14667.5
10002019,198201,47.611015,-122.325851,14817.7
10002019,198202,47.610939,-122.326019,14866.7
10002019,198203,47.610878,-122.326141,14902.1
10002019,198204,47.610867,-122.326180,14914.4
10002019,198205,47.610756,-122.326439,14989.2
10002019,198206,47.610298,-122.327545,15309.8
10002019,198207,47.610165,-122.327850,15397.6
10002019,198208,47.609829,-122.328651,15633.2
10002019,198209,47.609592,-122.329231,15796.8
10002019,198210,47.609356,-122.329788,15959.7
10002019,198211,47.609219,-122.330116,16056.1
10002019,198212,47.609139,-122.330338,16117.5
10002019,198213,47.609016,-122.330635,16203.3
10002019,198214,47.608677,-122.331429,16434.6
10002019,198215,47.608444,-122.332001,16599.6
10002019,198216,47.608215,-122.332550,16757.6
10002019,198217,47.607975,-122.333107,16921.2
10002019,198218,47.607742,-122.333679,17086.5
10002019,198219,47.607513,-122.334213,17243.2
10002019,198220,47.607368,-122.334557,17343.3
10002019,198221,47.607288,-122.334763,17402.3
10002019,198222,47.607094,-122.335228,17537.4
10002019,198223,47.607052,-122.335320,17565.2
10002019,198224,47.607761,-122.335976,17871.0
10002019,198225,47.608753,-122.336891,18297.0
10002019,198226,47.609608,-122.337669,18663.0
10003010,162172,47.599201,-122.328384,0.0
10003010,162173,47.599201,-122.328995,149.9
10003010,162174,47.600037,-122.328979,455.9
10003010,162175,47.600868,-122.328995,760.4
10003010,162176,47.601295,-122.329422,947.2
10003010,162177,47.601349,-122.329491,971.1
10003010,162178,47.601402,-122.329559,998.8
10003010,162179,47.601437,-122.329613,1017.2
10003010,162180,47.601471,-122.329689,1041.9
10003010,162181,47.601601,-122.329994,1128.2
10003010,162182,47.601719,-122.330269,1208.2
10003010,162183,47.601788,-122.330429,1256.8
10003010,162184,47.601826,-122.330513,1278.6
10003010,162185,47.601872,-122.330566,1301.2
10003010,162186,47.601910,-122.330635,1323.4
10003010,162187,47.602085,-122.330788,1396.7
10003010,162188,47.602764,-122.331413,1690.8
10003010,162189,47.603485,-122.332069,1999.8
10003010,162190,47.603638,-122.332207,2061.7
10003010,162191,47.604061,-122.332588,2243.2
10003010,162192,47.604195,-122.332710,2303.1
10003010,162193,47.604912,-122.333366,2609.0
10003010,162194,47.605625,-122.334023,2914.9
10003010,162195,47.606338,-122.334679,3221.0
10003010,162196,47.607014,-122.335297,3510.9
10003010,162197,47.607052,-122.335320,3526.7
10003010,162198,47.607761,-122.335976,3832.5
10003010,162199,47.608753,-122.336891,4258.5
10003010,162200,47.609608,-122.337669,4624.9
10003010,162201,47.609753,-122.337791,4684.6
10003010,162202,47.610516,-122.338486,5010.3
10003010,162203,47.610745,-122.338707,5110.6
10003010,162204,47.611443,-122.339363,5412.4
10003010,162205,47.611492,-122.339401,5433.4
10003010,162206,47.611534,-122.339447,5451.9
10003010,162207,47.611572,-122.339500,5472.8
10003010,162208,47.611629,-122.339584,5501.8
10003010,162209,47.611694,-122.339691,5536.9
10003010,162210,47.611771,-122.339813,5577.3
10003010,162211,47.611832,-122.339920,5612.5
10003010,162212,47.611919,-122.340088,5664.5
10003010,162213,47.612400,-122.340897,5928.8
10003010,162214,47.612942,-122.341812,6228.8
10003010,162215,47.613167,-122.342194,6354.7
10003010,162216,47.613937,-122.343506,6781.1
10003010,162217,47.614700,-122.344803,7206.9
10003010,162218,47.615070,-122.345398,7406.9
10003010,162219,47.615479,-122.346100,7632.9
10003010,162220,47.616028,-122.347031,7939.1
10003010,162221,47.616581,-122.347969,8245.5
10003010,162222,47.616901,-122.348518,8425.5
10003010,162223,47.617134,-122.348900,8551.6
10003010,162224,47.617455,-122.348488,8708.4
10003010,162225,47.617794,-122.348038,8873.4
10003010,162226,47.618019,-122.347748,8982.5
10003010,162227,47.618046,-122.347725,8994.9
10003010,162228,47.618080,-122.347679,9010.9
10003010,162229,47.618099,-122.347672,9018.2
10003010,162230,47.618122,-122.347656,9026.9
10003010,162231,47.618153,-122.347656,9037.3
10003010,162232,47.618534,-122.347626,9178.1
10003010,162233,47.618572,-122.347618,9191.5
10003010,162234,47.618683,-122.347618,9230.9
10003010,162235,47.618752,-122.347618,9256.3
10003010,162236,47.618862,-122.347626,9297.9
10003010,162237,47.619068,-122.347618,9372.1
10003010,162238,47.619469,-122.347618,9516.8
10003010,162239,47.619743,-122.347618,9619.6
10003010,162240,47.620716,-122.347603,9972.6
10003010,162241,47.620899,-122.347603,10040.1
10003010,162242,47.621124,-122.347603,10123.0
10003010,162243,47.621288,-122.347603,10183.4
10003010,162244,47.621300,-122.347603,10184.5
10003010,162245,47.621376,-122.347603,10214.6
10003010,162246,47.621483,-122.347603,10253.0
10003010,162247,47.622074,-122.347603,10468.0
